app_id,student_id,uni_id,program_id,anko_program_type,apply_date,status,decision_days,visa_status,enrollment_date,agent_score
1491,975,40,158,Fall Bachelor,2025-01-30,Enrolled,72,Approved,2025-06-29,46
1492,975,49,194,6+6,2025-06-22,Withdrawn,71,N/A,,56
1493,977,2,7,6+6,2025-06-30,Withdrawn,54,N/A,,29
1494,978,13,49,1+4,2025-06-30,Rejected,27,N/A,,20
1495,978,10,40,6+6,2025-06-25,Accepted,66,Approved,,34
1496,978,1,3,6+6,2025-04-05,Withdrawn,27,N/A,,28
1497,978,11,42,6+6,2025-06-06,Enrolled,67,Approved,2025-10-12,42
1498,978,34,136,Fall Bachelor,2025-05-01,Withdrawn,54,N/A,,29
1499,979,8,32,1+4,2025-04-15,Enrolled,27,Approved,2025-07-26,44
1500,979,35,139,Fall Bachelor,2025-01-26,Enrolled,48,Approved,2025-05-28,32
1501,979,36,144,6+6,2025-03-15,Accepted,55,Approved,,59
1502,980,41,161,1+4,2025-06-18,Rejected,25,N/A,,36
1503,980,25,97,1+4,2025-06-03,Enrolled,64,Approved,2025-12-01,42
1504,980,43,170,6+6,2025-05-15,Withdrawn,17,N/A,,48
1505,981,41,163,Master/PhD,2025-02-10,Under Review,41,Pending,,35
1506,981,22,86,Master/PhD,2025-03-17,Enrolled,39,Approved,2025-07-07,35
1507,981,36,142,Master/PhD,2025-04-12,Withdrawn,25,N/A,,18
1508,981,40,159,Master/PhD,2025-02-25,Enrolled,71,Approved,2025-07-21,41
1509,982,10,40,6+6,2025-06-30,Withdrawn,66,N/A,,34
1510,982,47,186,1+4,2025-04-24,Withdrawn,49,N/A,,19
1511,982,28,109,6+6,2025-04-24,Enrolled,44,Approved,2025-09-26,21
1512,982,15,59,6+6,2025-05-10,Enrolled,65,Approved,2025-11-06,24
1513,983,35,140,6+6,2025-03-16,Accepted,50,Approved,,32
1514,984,24,95,1+4,2025-02-19,Submitted,32,N/A,,38
1515,985,12,46,6+6,2025-05-27,Enrolled,40,Approved,2025-10-10,28
1516,988,23,89,6+6,2025-06-14,Rejected,43,N/A,,47
1517,988,49,194,6+6,2025-06-30,Enrolled,15,Approved,2025-10-08,21
1518,992,35,139,Fall Bachelor,2025-05-12,Enrolled,68,Approved,2025-10-22,47
1519,992,5,18,6+6,2025-02-06,Enrolled,50,Approved,2025-06-17,38
1520,993,48,190,6+6,2025-06-08,Submitted,22,N/A,,20
1521,994,6,22,1+4,2025-06-30,Enrolled,86,Approved,2025-12-13,38
1522,994,48,192,6+6,2025-06-30,Enrolled,34,Approved,2025-11-26,51
1523,996,15,59,6+6,2025-06-30,Rejected,36,N/A,,32
1524,998,11,42,6+6,2025-04-20,Rejected,47,N/A,,13
1525,998,18,69,6+6,2025-06-30,Withdrawn,10,N/A,,9
1526,999,20,79,6+6,2025-05-01,Under Review,21,Pending,,34
1527,1000,14,54,6+6,2025-05-10,Withdrawn,85,N/A,,39
1528,1000,27,106,6+6,2025-02-23,Enrolled,10,Approved,2025-05-23,26
1529,1001,3,10,6+6,2025-06-30,Rejected,39,N/A,,34
1530,1001,20,77,1+4,2025-06-30,Enrolled,32,Approved,2025-11-24,31
1531,1001,13,51,Fall Bachelor,2025-06-30,Accepted,49,Approved,,35
1532,1002,15,57,1+4,2025-06-30,Rejected,35,N/A,,44
1533,1002,39,156,1+4,2025-05-14,Rejected,57,N/A,,36
1534,1003,3,12,6+6,2025-06-07,Rejected,13,N/A,,36
1535,1004,3,10,6+6,2025-04-11,Rejected,70,N/A,,29
1536,1006,18,69,6+6,2025-06-30,Rejected,10,N/A,,28
1537,1006,18,69,6+6,2025-06-30,Under Review,80,Pending,,26
1538,1006,32,128,1+4,2025-06-30,Rejected,44,N/A,,27
1539,1008,32,125,1+4,2025-05-12,Enrolled,29,Approved,2025-10-06,59
1540,1010,8,29,1+4,2025-06-30,Under Review,21,Pending,,19
1541,1010,38,152,6+6,2025-06-30,Under Review,63,Pending,,31
1542,1011,30,118,Fall Bachelor,2025-06-07,Enrolled,66,Approved,2025-10-12,51
1543,1012,3,9,6+6,2025-04-16,Enrolled,58,Approved,2025-08-16,45
1544,1012,4,15,Fall Bachelor,2025-05-25,Under Review,20,Pending,,48
1545,1014,21,84,6+6,2025-06-30,Enrolled,10,Approved,2025-09-13,52
1546,1014,46,183,1+4,2025-06-30,Enrolled,71,Approved,2025-12-30,38
1547,1015,2,5,6+6,2025-04-02,Rejected,43,N/A,,45
1548,1015,25,99,6+6,2025-05-23,Enrolled,51,Approved,2025-09-17,51
1549,1016,5,19,1+4,2025-06-18,Enrolled,14,Approved,2025-09-11,29
1550,1017,5,19,1+4,2025-04-09,Rejected,41,N/A,,34
1551,1019,48,192,6+6,2025-04-26,Enrolled,37,Approved,2025-08-14,39
1552,1020,20,77,1+4,2025-06-07,Under Review,63,Pending,,30
1553,1022,12,47,6+6,2025-01-24,Accepted,38,Approved,,25
1554,1023,5,18,6+6,2025-03-02,Under Review,64,Pending,,31
1555,1025,48,191,1+4,2025-06-30,Enrolled,35,Approved,2025-11-26,35
1556,1025,26,103,1+4,2025-06-15,Rejected,53,N/A,,34
1557,1025,34,134,Fall Bachelor,2025-05-09,Enrolled,43,Approved,2025-09-20,31
1558,1026,3,12,6+6,2025-06-30,Withdrawn,11,N/A,,39
1559,1026,18,71,Fall Bachelor,2025-06-30,Enrolled,21,Pending,2025-10-11,26
1560,1029,50,198,6+6,2025-06-30,Rejected,10,N/A,,3
1561,1029,41,164,6+6,2025-06-30,Rejected,57,N/A,,41
1562,1032,5,17,Fall Bachelor,2025-06-11,Accepted,30,Approved,,39
1563,1032,19,74,1+4,2025-06-30,Under Review,63,Pending,,47
1564,1032,3,12,6+6,2025-05-14,Withdrawn,19,N/A,,46
1565,1032,34,133,1+4,2025-05-09,Enrolled,76,Approved,2025-11-19,63
1566,1033,4,15,Fall Bachelor,2025-06-03,Withdrawn,35,N/A,,29
1567,1033,3,11,1+4,2025-06-30,Enrolled,35,Approved,2025-10-20,43
1568,1034,30,118,Fall Bachelor,2025-06-01,Enrolled,10,Approved,2025-08-17,21
1569,1035,23,90,6+6,2025-03-07,Withdrawn,78,N/A,,37
1570,1035,22,88,Fall Bachelor,2025-02-12,Enrolled,79,Approved,2025-07-12,7
1571,1037,15,58,Fall Bachelor,2025-06-30,Enrolled,45,Approved,2025-12-09,37
1572,1038,15,59,6+6,2025-06-30,Rejected,55,N/A,,26
1573,1039,15,59,6+6,2025-06-30,Rejected,51,N/A,,31
1574,1039,27,106,6+6,2025-06-18,Rejected,10,N/A,,29
1575,1039,50,198,6+6,2025-06-14,Accepted,11,Approved,,40
1576,1040,22,87,Fall Bachelor,2025-04-04,Rejected,19,N/A,,19
1577,1040,24,96,6+6,2025-06-30,Enrolled,12,Approved,2025-10-13,30
1578,1040,18,69,6+6,2025-04-04,Enrolled,10,Approved,2025-06-26,31
1579,1042,47,187,1+4,2025-06-30,Enrolled,10,Approved,2025-11-01,43
1580,1042,48,189,1+4,2025-06-30,Rejected,55,N/A,,28
1581,1043,12,48,Fall Bachelor,2025-06-30,Rejected,73,N/A,,42
1582,1044,19,75,6+6,2025-06-30,Rejected,43,N/A,,26
1583,1046,5,17,Fall Bachelor,2025-04-07,Enrolled,74,Approved,2025-09-07,40
1584,1046,4,15,Fall Bachelor,2025-04-10,Enrolled,56,Approved,2025-09-01,35
1585,1048,4,14,6+6,2025-04-25,Enrolled,57,Approved,2025-08-31,34
1586,1049,22,85,6+6,2025-02-28,Accepted,17,Approved,,24
1587,1049,43,169,6+6,2025-01-18,Enrolled,40,Approved,2025-05-02,25
1588,1049,23,90,6+6,2025-03-01,Rejected,27,N/A,,21
1589,1050,25,98,6+6,2025-06-30,Rejected,14,N/A,,27
1590,1050,26,104,1+4,2025-06-30,Withdrawn,35,N/A,,31
1591,1050,31,121,1+4,2025-06-30,Submitted,26,N/A,,23
1592,1050,2,5,6+6,2025-06-30,Under Review,20,Pending,,27
1593,1050,39,153,6+6,2025-06-30,Withdrawn,60,N/A,,30
1594,1051,12,46,6+6,2025-03-01,Enrolled,20,Approved,2025-06-13,56
1595,1051,8,32,1+4,2025-06-21,Enrolled,69,Approved,2025-12-27,41
1596,1051,32,128,1+4,2025-06-04,Enrolled,46,Approved,2025-10-09,34
1597,1052,48,192,6+6,2025-04-08,Rejected,37,N/A,,42
1598,1053,46,181,6+6,2025-04-24,Accepted,76,Approved,,28
1599,1054,48,189,1+4,2025-02-17,Enrolled,18,Pending,2025-06-23,22
1600,1055,33,130,Fall Bachelor,2025-06-30,Enrolled,66,Approved,2025-11-22,40
1601,1055,3,9,6+6,2025-06-30,Enrolled,45,Rejected,2025-11-28,34
1602,1057,15,60,1+4,2025-06-30,Withdrawn,60,N/A,,20
1603,1058,29,113,Fall Bachelor,2025-06-30,Enrolled,56,Approved,2025-11-20,20
1604,1059,30,119,Master/PhD,2025-06-22,Under Review,46,Pending,,36
1605,1059,35,138,Master/PhD,2025-06-27,Submitted,44,N/A,,29
1606,1059,50,197,Master/PhD,2025-06-30,Enrolled,78,Approved,2025-11-27,31
1607,1059,30,117,Master/PhD,2025-06-30,Rejected,80,N/A,,29
1608,1060,5,20,6+6,2025-05-04,Withdrawn,38,N/A,,35
1609,1060,38,149,1+4,2025-06-11,Rejected,42,N/A,,30
1610,1061,13,52,6+6,2025-06-06,Enrolled,12,Approved,2025-08-29,34
1611,1062,31,124,1+4,2025-06-25,Rejected,49,N/A,,48
1612,1062,17,65,Fall Bachelor,2025-04-13,Enrolled,60,Approved,2025-08-26,59
1613,1063,2,5,6+6,2025-06-28,Under Review,26,Pending,,12
1614,1063,17,68,1+4,2025-06-30,Rejected,67,N/A,,9
1615,1065,44,176,6+6,2025-04-26,Rejected,47,N/A,,44
1616,1065,18,71,Fall Bachelor,2025-04-13,Under Review,68,Pending,,51
1617,1065,8,31,Fall Bachelor,2025-06-01,Enrolled,75,Approved,2025-10-14,25
1618,1065,5,17,Fall Bachelor,2025-06-09,Rejected,62,N/A,,52
1619,1066,13,49,1+4,2025-06-30,Rejected,47,N/A,,35
1620,1066,15,59,6+6,2025-05-11,Enrolled,24,Approved,2025-08-13,35
1621,1067,13,50,1+4,2025-06-24,Rejected,38,N/A,,37
1622,1067,7,28,6+6,2025-05-17,Enrolled,65,Approved,2025-10-23,35
1623,1070,14,54,6+6,2025-06-30,Withdrawn,37,N/A,,25
1624,1070,49,195,6+6,2025-06-26,Withdrawn,23,N/A,,42
1625,1070,42,168,1+4,2025-06-30,Enrolled,83,Approved,2025-12-07,19
1626,1071,4,13,6+6,2025-05-26,Accepted,18,Approved,,43
1627,1071,38,149,1+4,2025-06-30,Rejected,47,N/A,,43
1628,1071,7,27,6+6,2025-05-15,Submitted,52,N/A,,41
1629,1072,34,134,Fall Bachelor,2025-03-21,Enrolled,56,Approved,2025-08-10,55
1630,1072,7,25,1+4,2025-04-24,Enrolled,24,Approved,2025-08-31,44
1631,1072,18,69,6+6,2025-06-30,Submitted,32,N/A,,41
1632,1072,40,160,6+6,2025-02-17,Enrolled,67,Approved,2025-08-08,44
1633,1073,46,181,6+6,2025-06-30,Rejected,19,N/A,,27
1634,1074,13,50,1+4,2025-06-30,Enrolled,40,Pending,2025-10-15,32
1635,1074,45,177,1+4,2025-06-25,Accepted,58,Approved,,42
1636,1074,19,75,6+6,2025-03-25,Enrolled,65,Rejected,2025-08-12,37
1637,1074,46,181,6+6,2025-03-25,Enrolled,55,Approved,2025-08-26,40
1638,1075,19,73,6+6,2025-06-23,Enrolled,53,Approved,2025-10-17,46
1639,1075,19,73,6+6,2025-06-13,Enrolled,55,Approved,2025-10-09,59
1640,1075,18,70,6+6,2025-06-14,Enrolled,37,Approved,2025-10-12,59
1641,1077,4,16,6+6,2025-06-18,Rejected,57,N/A,,23
1642,1077,11,44,6+6,2025-06-08,Withdrawn,32,N/A,,22
1643,1078,43,170,6+6,2025-01-04,Withdrawn,67,N/A,,46
1644,1078,11,41,Fall Bachelor,2025-02-12,Accepted,39,Approved,,26
1645,1079,46,182,6+6,2025-06-20,Enrolled,45,Approved,2025-11-19,37
1646,1079,22,85,6+6,2025-06-23,Rejected,32,N/A,,38
1647,1083,26,102,Fall Bachelor,2025-06-30,Enrolled,18,Approved,2025-10-08,49
1648,1083,14,54,6+6,2025-06-30,Enrolled,21,Approved,2025-11-02,39
1649,1084,46,183,1+4,2025-06-30,Rejected,19,N/A,,45
1650,1084,9,33,6+6,2025-06-30,Enrolled,76,Approved,2025-11-20,43
1651,1085,10,40,6+6,2025-06-30,Rejected,63,N/A,,32
1652,1085,22,85,6+6,2025-06-20,Enrolled,57,Approved,2025-10-31,12
1653,1085,14,55,6+6,2025-06-30,Enrolled,62,Approved,2025-11-01,26
1654,1086,49,195,6+6,2025-06-30,Enrolled,66,Approved,2025-11-15,37
1655,1086,23,89,6+6,2025-06-26,Rejected,83,N/A,,35
1656,1086,12,47,6+6,2025-06-30,Submitted,46,N/A,,43
1657,1087,3,10,6+6,2025-06-19,Enrolled,80,Approved,2025-11-18,33
1658,1087,44,175,6+6,2025-06-24,Enrolled,49,Rejected,2025-11-23,34
1659,1087,43,170,6+6,2025-05-22,Enrolled,53,Approved,2025-11-07,36
1660,1089,50,197,Master/PhD,2025-06-10,Enrolled,41,Approved,2025-11-13,42
1661,1089,36,142,Master/PhD,2025-06-17,Enrolled,53,Approved,2025-12-04,40
1662,1090,12,45,Fall Bachelor,2025-06-30,Withdrawn,60,N/A,,21
1663,1091,5,17,Fall Bachelor,2025-06-30,Withdrawn,40,N/A,,56
1664,1091,32,127,1+4,2025-06-30,Enrolled,13,Approved,2025-09-27,36
1665,1093,46,182,6+6,2025-06-05,Rejected,57,N/A,,30
1666,1094,18,70,6+6,2025-05-24,Rejected,10,N/A,,10
1667,1094,42,166,6+6,2025-01-28,Rejected,52,N/A,,1
1668,1095,13,52,6+6,2025-06-28,Rejected,53,N/A,,11
1669,1096,37,145,6+6,2025-06-30,Enrolled,54,Approved,2025-11-28,52
1670,1096,25,97,1+4,2025-06-30,Accepted,34,Approved,,43
1671,1096,3,10,6+6,2025-05-20,Enrolled,41,Approved,2025-10-02,61
1672,1098,19,73,6+6,2025-06-30,Rejected,13,N/A,,26
1673,1099,46,181,6+6,2025-03-23,Enrolled,49,Approved,2025-08-19,43
1674,1100,33,129,1+4,2025-06-30,Under Review,34,Pending,,31
1675,1101,35,138,Master/PhD,2025-06-30,Rejected,56,N/A,,37
1676,1105,44,176,6+6,2025-06-30,Enrolled,57,Approved,2025-10-25,39
1677,1105,4,13,6+6,2025-06-30,Withdrawn,37,N/A,,30
1678,1106,6,21,1+4,2025-06-30,Rejected,57,N/A,,41
1679,1106,27,106,6+6,2025-06-25,Enrolled,18,Approved,2025-10-22,53
1680,1107,16,61,6+6,2025-06-30,Enrolled,50,Approved,2025-12-15,42
1681,1108,32,127,1+4,2025-06-30,Enrolled,70,Approved,2025-11-22,39
1682,1108,24,94,1+4,2025-06-30,Enrolled,64,Approved,2025-12-12,36
1683,1108,26,103,1+4,2025-06-30,Rejected,13,N/A,,54
1684,1109,10,38,1+4,2025-06-30,Enrolled,46,Approved,2025-11-16,50
1685,1109,29,114,6+6,2025-06-30,Enrolled,47,Approved,2025-11-27,58
1686,1109,23,90,6+6,2025-06-30,Enrolled,34,Approved,2025-10-08,39
1687,1109,47,188,6+6,2025-06-30,Accepted,14,Pending,,44
1688,1112,10,38,1+4,2025-06-30,Enrolled,59,Approved,2025-11-16,43
1689,1113,32,128,1+4,2025-06-06,Under Review,46,Pending,,11
1690,1113,24,96,6+6,2025-06-30,Rejected,33,N/A,,4
1691,1114,46,183,1+4,2025-04-14,Enrolled,65,Approved,2025-10-05,37
1692,1115,3,12,6+6,2025-02-02,Enrolled,10,Approved,2025-05-20,39
1693,1115,31,124,1+4,2025-03-08,Submitted,54,N/A,,32
1694,1116,18,71,Fall Bachelor,2025-05-17,Enrolled,42,Approved,2025-09-24,43
1695,1116,2,7,6+6,2025-06-21,Rejected,14,N/A,,48
1696,1116,43,170,6+6,2025-05-19,Enrolled,59,Approved,2025-10-07,39
1697,1116,15,59,6+6,2025-06-30,Accepted,33,Approved,,35
1698,1118,7,28,6+6,2025-06-17,Rejected,79,N/A,,37
1699,1119,12,46,6+6,2025-06-30,Enrolled,55,Approved,2025-12-06,50
1700,1119,8,32,1+4,2025-06-30,Enrolled,14,Approved,2025-09-26,51
1701,1120,16,63,1+4,2025-04-14,Enrolled,19,Approved,2025-07-12,50
1702,1120,30,120,6+6,2025-03-26,Enrolled,10,Approved,2025-07-24,48
1703,1120,3,11,1+4,2025-03-24,Enrolled,33,Approved,2025-07-16,60
1704,1121,17,68,1+4,2025-06-30,Under Review,52,Pending,,28
1705,1122,8,29,1+4,2025-05-24,Enrolled,54,Approved,2025-11-10,51
1706,1122,42,166,6+6,2025-06-30,Rejected,33,N/A,,32
1707,1123,25,97,1+4,2025-06-30,Under Review,47,Pending,,46
1708,1123,14,56,1+4,2025-06-30,Rejected,61,N/A,,23
1709,1123,22,85,6+6,2025-06-09,Enrolled,24,Approved,2025-09-21,35
1710,1124,4,16,6+6,2025-06-30,Enrolled,35,Approved,2025-10-31,38
1711,1124,6,21,1+4,2025-06-30,Rejected,10,N/A,,38
1712,1126,3,11,1+4,2025-06-30,Rejected,53,N/A,,11
1713,1126,46,181,6+6,2025-06-30,Rejected,66,N/A,,17
1714,1126,46,181,6+6,2025-06-11,Enrolled,47,Approved,2025-10-19,23
1715,1126,33,131,6+6,2025-05-21,Rejected,63,N/A,,3
1716,1127,35,140,6+6,2025-03-19,Submitted,25,N/A,,16
1717,1128,24,93,6+6,2025-06-30,Enrolled,10,Approved,2025-09-14,29
1718,1129,45,179,6+6,2025-06-30,Enrolled,22,Approved,2025-10-08,37
1719,1129,3,9,6+6,2025-02-04,Rejected,23,N/A,,54
1720,1129,7,25,1+4,2025-04-29,Accepted,57,Approved,,48
1721,1131,47,185,Fall Bachelor,2025-06-30,Enrolled,12,Approved,2025-10-27,63
1722,1131,11,42,6+6,2025-06-30,Rejected,82,N/A,,27
1723,1132,5,20,6+6,2025-06-30,Rejected,37,N/A,,37
1724,1133,19,76,6+6,2025-05-09,Rejected,24,N/A,,10
1725,1133,50,199,6+6,2025-05-31,Enrolled,68,Approved,2025-12-03,13
1726,1134,26,103,1+4,2025-06-22,Rejected,63,N/A,,44
1727,1134,19,76,6+6,2025-06-07,Rejected,44,N/A,,31
1728,1135,6,21,1+4,2025-05-27,Rejected,45,N/A,,45
1729,1137,28,109,6+6,2025-06-03,Enrolled,59,Approved,2025-11-26,26
1730,1137,19,75,6+6,2025-05-26,Enrolled,10,Approved,2025-09-29,34
1731,1138,3,10,6+6,2025-06-23,Enrolled,10,Approved,2025-10-10,55
1732,1139,6,21,1+4,2025-04-10,Rejected,57,N/A,,48
1733,1139,42,167,1+4,2025-04-21,Enrolled,58,Approved,2025-10-12,42
1734,1139,24,94,1+4,2025-05-14,Enrolled,60,Approved,2025-11-08,51
1735,1140,24,94,1+4,2025-06-30,Enrolled,10,Approved,2025-10-21,49
1736,1141,6,23,6+6,2025-06-24,Withdrawn,72,N/A,,23
1737,1141,32,126,1+4,2025-03-16,Rejected,65,N/A,,22
1738,1142,21,83,6+6,2025-03-17,Enrolled,39,Pending,2025-07-27,53
1739,1142,12,47,6+6,2025-03-16,Accepted,69,Pending,,40
1740,1144,13,49,1+4,2025-06-30,Rejected,36,N/A,,49
1741,1147,22,87,Fall Bachelor,2025-06-30,Enrolled,64,Approved,2025-11-04,31
1742,1147,3,9,6+6,2025-06-30,Withdrawn,60,N/A,,29
1743,1148,15,57,1+4,2025-06-30,Enrolled,74,Approved,2025-11-18,37
1744,1150,38,151,Fall Bachelor,2025-06-30,Rejected,40,N/A,,52
1745,1150,33,131,6+6,2025-06-30,Enrolled,45,Approved,2025-10-17,52
1746,1150,2,6,6+6,2025-06-30,Enrolled,49,Approved,2025-12-07,49
1747,1151,4,13,6+6,2025-03-15,Rejected,10,N/A,,38
1748,1152,31,121,1+4,2025-05-19,Accepted,12,Approved,,31
1749,1152,3,9,6+6,2025-03-23,Rejected,73,N/A,,32
1750,1154,45,177,1+4,2025-06-30,Enrolled,72,Approved,2025-12-17,38
1751,1154,1,1,Fall Bachelor,2025-06-30,Withdrawn,52,N/A,,55
1752,1156,14,53,1+4,2025-05-13,Enrolled,10,Approved,2025-09-09,35
1753,1157,35,137,1+4,2025-06-18,Enrolled,37,Approved,2025-09-23,43
1754,1159,34,133,1+4,2025-06-30,Rejected,47,N/A,,25
1755,1160,5,18,6+6,2025-05-20,Rejected,51,N/A,,18
1756,1161,20,79,6+6,2025-04-27,Enrolled,54,Approved,2025-10-05,20
1757,1162,31,122,6+6,2025-06-30,Accepted,49,Approved,,39
1758,1163,19,73,6+6,2025-06-30,Rejected,20,N/A,,43
1759,1164,2,5,6+6,2025-06-30,Rejected,60,N/A,,17
1760,1164,31,124,1+4,2025-06-30,Rejected,46,N/A,,28
1761,1167,48,190,6+6,2025-04-06,Under Review,56,Pending,,34
1762,1168,13,52,6+6,2025-02-04,Accepted,20,Rejected,,21
1763,1168,20,77,1+4,2025-02-14,Enrolled,10,Pending,2025-05-23,33
1764,1168,10,37,1+4,2025-06-01,Rejected,20,N/A,,27
1765,1172,5,18,6+6,2025-06-30,Rejected,68,N/A,,28
1766,1175,37,147,1+4,2025-06-30,Enrolled,39,Pending,2025-10-18,59
1767,1176,18,71,Fall Bachelor,2025-06-21,Rejected,53,N/A,,37
1768,1176,43,171,Fall Bachelor,2025-06-30,Enrolled,27,Approved,2025-11-08,49
1769,1177,16,61,6+6,2025-04-17,Withdrawn,25,N/A,,56
1770,1177,19,74,1+4,2025-06-30,Enrolled,28,Approved,2025-10-11,58
1771,1178,8,32,1+4,2025-04-08,Rejected,21,N/A,,22
1772,1179,5,20,6+6,2025-05-26,Accepted,54,Approved,,40
1773,1180,14,55,6+6,2025-06-30,Withdrawn,53,N/A,,31
1774,1180,34,135,6+6,2025-03-15,Enrolled,66,Approved,2025-08-07,19
1775,1180,7,27,6+6,2025-03-21,Enrolled,59,Approved,2025-08-10,29
1776,1180,44,176,6+6,2025-03-13,Enrolled,56,Approved,2025-08-26,25
1777,1181,3,12,6+6,2025-03-24,Withdrawn,45,N/A,,31
1778,1181,40,158,Fall Bachelor,2025-06-30,Under Review,62,Pending,,36
1779,1182,34,135,6+6,2025-05-17,Withdrawn,67,N/A,,16
1780,1184,30,120,6+6,2025-03-19,Enrolled,44,Approved,2025-07-17,53
1781,1185,37,146,6+6,2025-06-30,Accepted,48,Approved,,53
1782,1186,32,127,1+4,2025-06-09,Enrolled,82,Approved,2025-12-13,37
1783,1188,22,85,6+6,2025-06-30,Rejected,30,N/A,,29
1784,1188,31,124,1+4,2025-04-28,Rejected,67,N/A,,32
1785,1188,15,60,1+4,2025-05-20,Rejected,84,N/A,,37
1786,1189,19,76,6+6,2025-03-17,Enrolled,52,Approved,2025-07-18,48
1787,1190,37,145,6+6,2025-05-10,Rejected,32,N/A,,13
1788,1190,11,44,6+6,2025-04-20,Withdrawn,64,N/A,,20
1789,1190,43,169,6+6,2025-04-08,Rejected,38,N/A,,19
1790,1191,36,143,1+4,2025-06-03,Enrolled,53,Approved,2025-11-03,44
1791,1191,31,123,6+6,2025-05-28,Enrolled,16,Approved,2025-08-18,34
1792,1192,49,196,1+4,2025-03-14,Under Review,56,Pending,,43
1793,1192,12,48,Fall Bachelor,2025-02-25,Rejected,48,N/A,,35
1794,1192,16,62,1+4,2025-03-18,Enrolled,58,Approved,2025-09-08,33
1795,1193,31,122,6+6,2025-06-30,Rejected,37,N/A,,11
1796,1194,48,191,1+4,2025-06-30,Rejected,35,N/A,,36
1797,1195,44,173,1+4,2025-06-15,Rejected,35,N/A,,36
1798,1197,38,150,1+4,2025-04-18,Rejected,45,N/A,,6
1799,1197,24,96,6+6,2025-04-04,Withdrawn,53,N/A,,22
1800,1197,26,103,1+4,2025-05-02,Rejected,35,N/A,,13
1801,1198,10,39,1+4,2025-04-13,Enrolled,83,Approved,2025-09-14,40
1802,1199,3,11,1+4,2025-06-30,Rejected,14,N/A,,34
1803,1200,10,40,6+6,2025-03-22,Rejected,43,N/A,,41
1804,1200,46,181,6+6,2025-04-03,Enrolled,12,Rejected,2025-07-29,52
1805,1200,10,39,1+4,2025-03-28,Enrolled,29,Approved,2025-08-20,46
1806,1200,35,140,6+6,2025-01-27,Enrolled,38,Pending,2025-06-26,37
1807,1201,33,130,Fall Bachelor,2025-05-07,Enrolled,21,Approved,2025-09-19,33
1808,1203,5,20,6+6,2025-03-09,Enrolled,67,Approved,2025-09-06,37
1809,1203,13,51,Fall Bachelor,2025-06-01,Enrolled,32,Pending,2025-09-06,39
1810,1203,31,122,6+6,2025-03-11,Enrolled,57,Approved,2025-08-14,57
1811,1203,34,134,Fall Bachelor,2025-05-02,Rejected,23,N/A,,43
1812,1205,2,5,6+6,2025-06-30,Enrolled,32,Pending,2025-10-08,61
1813,1206,45,179,6+6,2025-06-23,Enrolled,48,Approved,2025-11-26,39
1814,1206,8,32,1+4,2025-05-26,Rejected,41,N/A,,59
1815,1206,45,178,1+4,2025-05-22,Enrolled,45,Approved,2025-09-23,33
1816,1207,38,151,Fall Bachelor,2025-02-13,Rejected,91,N/A,,42
1817,1207,33,129,1+4,2025-01-03,Accepted,76,Rejected,,49
1818,1207,32,128,1+4,2025-01-04,Under Review,33,Pending,,51
1819,1207,13,50,1+4,2025-03-09,Rejected,13,N/A,,33
1820,1207,42,168,1+4,2025-01-19,Enrolled,71,Approved,2025-06-01,36
1821,1208,47,187,1+4,2025-06-30,Enrolled,55,Pending,2025-11-05,23
1822,1208,28,111,1+4,2025-06-30,Rejected,51,N/A,,38
1823,1209,2,8,1+4,2025-06-30,Enrolled,10,Approved,2025-10-27,42
1824,1212,27,106,6+6,2025-06-20,Rejected,46,N/A,,28
1825,1212,48,192,6+6,2025-06-30,Submitted,14,N/A,,31
1826,1212,10,40,6+6,2025-06-30,Rejected,47,N/A,,24
1827,1212,31,122,6+6,2025-06-30,Rejected,58,N/A,,22
1828,1213,38,152,6+6,2025-03-14,Rejected,41,N/A,,8
1829,1213,30,120,6+6,2025-04-11,Rejected,35,N/A,,2
1830,1214,28,110,Master/PhD,2025-06-21,Enrolled,48,Approved,2025-11-15,25
1831,1214,8,30,Master/PhD,2025-06-30,Rejected,42,N/A,,44
1832,1215,26,103,1+4,2025-02-08,Submitted,62,N/A,,35
1833,1216,18,72,6+6,2025-03-09,Accepted,53,Approved,,46
1834,1216,19,76,6+6,2025-05-24,Rejected,35,N/A,,26
1835,1217,7,27,6+6,2025-06-30,Rejected,21,N/A,,16
1836,1217,33,131,6+6,2025-06-30,Under Review,46,Pending,,7
1837,1218,13,49,1+4,2025-06-30,Rejected,54,N/A,,47
1838,1218,24,93,6+6,2025-06-30,Enrolled,59,Approved,2025-12-24,31
1839,1218,12,47,6+6,2025-06-30,Withdrawn,47,N/A,,49
1840,1220,3,12,6+6,2025-06-30,Rejected,17,N/A,,35
1841,1221,24,96,6+6,2025-06-30,Enrolled,34,Approved,2025-11-10,32
1842,1222,18,69,6+6,2025-06-30,Rejected,27,N/A,,36
1843,1222,47,188,6+6,2025-06-30,Enrolled,66,Approved,2025-11-14,42
1844,1222,34,135,6+6,2025-05-04,Enrolled,26,Approved,2025-09-22,35
1845,1222,43,170,6+6,2025-06-30,Accepted,44,Approved,,38
1846,1223,9,33,6+6,2025-05-17,Withdrawn,57,N/A,,38
1847,1224,11,41,Fall Bachelor,2025-06-24,Enrolled,57,Approved,2025-11-24,57
1848,1226,18,69,6+6,2025-04-16,Under Review,40,Pending,,18
1849,1227,42,165,Fall Bachelor,2025-06-30,Withdrawn,97,N/A,,32
